query_number,query,results,status,exec_time_ms,enum_time_ms
179,MATCH p=allShortestPaths((:Person{id:"1334631"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
180,MATCH p=allShortestPaths((:Person{id:"1276136"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
181,MATCH p=allShortestPaths((:Person{id:"224165"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
182,MATCH p=allShortestPaths((:Person{id:"696585"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
183,MATCH p=allShortestPaths((:Person{id:"617475"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
184,MATCH p=allShortestPaths((:Person{id:"613913"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
185,MATCH p=allShortestPaths((:Person{id:"131416"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
186,MATCH p=allShortestPaths((:Person{id:"472869"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
187,MATCH p=allShortestPaths((:Person{id:"5867"})-[:Knows*1..17]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
188,MATCH p=allShortestPaths((:Person{id:"1632803"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
189,MATCH p=allShortestPaths((:Person{id:"531242"})-[:Knows*1..18]->(n)) RETURN p LIMIT 100000,0,TIMEOUT,-1,-1
